,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
1352, it was very comfortable now waiting for our luggage,"[0.0, 0.0]",2015-02-22 09:24:35 -0800,"Keyport, New Jersey",0.0,0.31,0.69,0.5563,"['comfortable', 'waiting', 'luggage']",comfortable waiting luggage,0.4,0.8
1353, getting ready to book a flight to San Juan Was wondering Does United waive baggage fees for military personnel Thanks,,2015-02-22 09:23:16 -0800,,0.0,0.339,0.661,0.802,"['getting', 'ready', 'book', 'san', 'juan', 'wondering', 'waive', 'baggage', 'fee', 'military', 'personnel', 'thanks']",getting ready book san juan wondering waive baggage fee military personnel thanks,0.10000000000000002,0.26666666666666666
1354, once again you guys didnt let me down a four hour delay to Honolulu from Houston thanks for the train wreck of issues now coming,,2015-02-22 09:17:00 -0800,deep in the ❤ of Texas...,0.179,0.1,0.722,-0.3182,"['guy', 'didnt', 'let', 'four', 'hour', 'delay', 'honolulu', 'houston', 'thanks', 'train', 'wreck', 'issue', 'coming']",guy didnt let four hour delay honolulu houston thanks train wreck issue coming,0.2,0.2
1355, finally got through and they were very helpful Appreciate it,,2015-02-22 09:10:54 -0800,,0.0,0.431,0.569,0.7245,"['finally', 'got', 'helpful', 'appreciate']",finally got helpful appreciate,0.0,1.0
1356, pls follow for DM,,2015-02-22 09:10:41 -0800,,0.0,0.302,0.698,0.0772,"['pls', 'follow', 'dm']",pls follow dm,0.0,0.0
1357, ah that would explain why crew didnt seem particularly distressed when we pointed it out It was a little startling at first,,2015-02-22 09:10:22 -0800,Toronto,0.0,0.158,0.842,0.3728,"['ah', 'would', 'explain', 'crew', 'didnt', 'seem', 'particularly', 'distressed', 'pointed', 'little', 'startling', 'first']",ah would explain crew didnt seem particularly distressed pointed little startling first,-0.06770833333333334,0.41666666666666663
1358, not for me  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax,,2015-02-22 09:10:20 -0800,,0.0,0.0,1.0,0.0,"['another', 'gate', 'held', 'min', 'cnx', 'pax']",another gate held min cnx pax,0.0,0.0
1359, can you assign seats,,2015-02-22 09:10:19 -0800,,0.0,0.0,1.0,0.0,"['assign', 'seat']",assign seat,0.0,0.0
1360,  It looks like form the photo that something burst out of your luggage Is this correct JH always blame the customer,,2015-02-22 09:08:49 -0800,Kingwood,0.1,0.105,0.795,0.0258,"['look', 'like', 'form', 'photo', 'something', 'burst', 'luggage', 'correct', 'jh', 'always', 'blame', 'customer']",look like form photo something burst luggage correct jh always blame customer,0.0,0.0
1361, not my luggage,,2015-02-22 09:07:54 -0800,Kingwood,0.0,0.0,1.0,0.0,['luggage'],luggage,0.0,0.0
1362, its boarding time for ua3882 but no crewe,,2015-02-22 09:06:36 -0800,earth,0.286,0.0,0.714,-0.4215,"['boarding', 'time', 'crewe']",boarding time crewe,0.0,0.0
1363, just added one Ty,,2015-02-22 09:06:31 -0800,,0.0,0.464,0.536,0.3818,"['added', 'one', 'ty']",added one ty,0.0,0.0
1364, thanks for the effort I can get the earliest Though I will make a complaint for a refund as I am losing one business day tomorrow,,2015-02-22 08:58:53 -0800,London,0.187,0.113,0.7,-0.2263,"['thanks', 'effort', 'get', 'earliest', 'though', 'make', 'complaint', 'refund', 'losing', 'one', 'business', 'day', 'tomorrow']",thanks effort get earliest though make complaint refund losing one business day tomorrow,-0.04999999999999999,0.2
1365,  Pls hold UA2066 for 9 cnx pax frm UA6194  All runners  A 5 min hold will save 2 fam frm miscnx  Pls Twitter is watching,,2015-02-22 08:57:51 -0800,,0.0,0.244,0.756,0.5859,"['pls', 'hold', 'cnx', 'pax', 'frm', 'runner', 'min', 'hold', 'save', 'fam', 'frm', 'miscnx', 'pls', 'twitter', 'watching']",pls hold cnx pax frm runner min hold save fam frm miscnx pls twitter watching,0.0,0.0
1366, no way one person is working entire security checkpoint in EWR ,,2015-02-22 08:55:21 -0800,,0.162,0.176,0.662,0.0516,"['way', 'one', 'person', 'working', 'entire', 'security', 'checkpoint', 'ewr']",way one person working entire security checkpoint ewr,0.0,0.625
1367, THANK YOU,,2015-02-22 08:50:52 -0800,"Beijing, China",0.0,0.714,0.286,0.3612,['thank'],thank,0.0,0.0
1368, who authors this fiction I just heard on radio we dont even have a jetway secured yet UA5037 CMH ,"[39.99829207, -82.88085401]",2015-02-22 08:47:33 -0800,"San Diego, CA",0.0,0.144,0.856,0.4019,"['author', 'fiction', 'heard', 'radio', 'dont', 'even', 'jetway', 'secured', 'yet', 'cmh']",author fiction heard radio dont even jetway secured yet cmh,0.0,0.0
1369, so Found anything or just showing off You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening,,2015-02-22 08:46:39 -0800,London,0.08,0.0,0.92,-0.25,"['found', 'anything', 'showing', 'realise', 'morning', 'cancelled', 'flightled', 'pricey', 'evening']",found anything showing realise morning cancelled flightled pricey evening,0.0,0.0
1370, oh I did Was still lost Your tracking system stinks as does the delivery system,,2015-02-22 08:46:23 -0800,Tour Bus or Airplane/ Hotel,0.264,0.0,0.736,-0.5106,"['oh', 'still', 'lost', 'tracking', 'system', 'stink', 'delivery', 'system']",oh still lost tracking system stink delivery system,0.0,0.0
1371, feeling like a true united customer stuckon the tarmac in dc for over 2 hrs UNITEDFAIL,,2015-02-22 08:44:16 -0800,,0.0,0.49,0.51,0.8225,"['feeling', 'like', 'true', 'customer', 'stuckon', 'tarmac', 'dc', 'hr', 'unitedfail']",feeling like true customer stuckon tarmac dc hr unitedfail,0.35,0.65
1372, leadership counts landed at 1115 last nightdeplaned at 1240 45 minutes of that was waiting for the jetway Inexcusable,,2015-02-22 08:33:41 -0800,Central NJ,0.0,0.0,1.0,0.0,"['leadership', 'count', 'landed', 'last', 'nightdeplaned', 'minute', 'waiting', 'jetway', 'inexcusable']",leadership count landed last nightdeplaned minute waiting jetway inexcusable,0.0,0.06666666666666667
1373, I sent you a DM as requested but have not heard anything Can you address the issue I brought up in my DM and explain what happened,,2015-02-22 08:33:40 -0800,"Fredericksburg, VA",0.0,0.0,1.0,0.0,"['sent', 'dm', 'requested', 'heard', 'anything', 'address', 'issue', 'brought', 'dm', 'explain', 'happened']",sent dm requested heard anything address issue brought dm explain happened,0.0,0.0
1374, employeefaceless Dont throw them under the bus Starts with management Im almost a million miler and own my own company 12,,2015-02-22 08:31:12 -0800,Central NJ,0.0,0.0,1.0,0.0,"['employeefaceless', 'dont', 'throw', 'bus', 'start', 'management', 'almost', 'million', 'miler', 'company']",employeefaceless dont throw bus start management almost million miler company,0.0,0.0
1375, you cant say the flight is pulled in and departs in 2 mins if boarding hasnt even started ,"[39.99814659, -82.88058383]",2015-02-22 08:28:45 -0800,"San Diego, CA",0.0,0.0,1.0,0.0,"['cant', 'say', 'pulled', 'departs', 'min', 'boarding', 'hasnt', 'even', 'started']",cant say pulled departs min boarding hasnt even started,0.0,0.0
1376,  I understand that but why should I pay to change if it was a problem with your plane If it was weather I would understand,,2015-02-22 08:28:23 -0800,FL,0.213,0.0,0.787,-0.631,"['understand', 'pay', 'change', 'problem', 'plane', 'weather', 'would', 'understand']",understand pay change problem plane weather would understand,0.0,0.0
1377, 30 hours Late Flightr still no answers stuck in Houston Keep getting put on phantom flights that never apeared BadCustomerService,,2015-02-22 08:26:53 -0800,,0.189,0.0,0.811,-0.4939,"['hour', 'late', 'flightr', 'still', 'answer', 'stuck', 'houston', 'keep', 'getting', 'put', 'phantom', 'flight', 'never', 'apeared', 'badcustomerservice']",hour late flightr still answer stuck houston keep getting put phantom flight never apeared badcustomerservice,-0.3,0.6
1378, you guys are horrible First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate,,2015-02-22 08:20:58 -0800,Irving Texas,0.186,0.0,0.814,-0.6705,"['guy', 'horrible', 'first', 'get', 'stuck', 'snow', 'hr', 'ewr', 'sitting', 'cmh', 'saying', 'could', 'min', 'gate']",guy horrible first get stuck snow hr ewr sitting cmh saying could min gate,-0.375,0.6666666666666666
1379, the hotel you sent us to wouldnt take the voucher Our flight was delayed then Cancelled Flightled then delayed again 32 hours and counting,"[38.94562938, -77.44400264]",2015-02-22 08:19:46 -0800,,0.216,0.0,0.784,-0.5859,"['hotel', 'sent', 'u', 'wouldnt', 'take', 'voucher', 'delayed', 'cancelled', 'flightled', 'delayed', 'hour', 'counting']",hotel sent u wouldnt take voucher delayed cancelled flightled delayed hour counting,0.0,0.0
1380, DMd you 4 hrs ago at your request No response to be found  just like my bag,,2015-02-22 08:19:42 -0800,,0.118,0.134,0.749,0.0772,"['dmd', 'hr', 'ago', 'request', 'response', 'found', 'like', 'bag']",dmd hr ago request response found like bag,0.0,0.0
1381, worked out after all Thanks for your immediate reply,,2015-02-22 08:19:37 -0800,,0.0,0.266,0.734,0.4404,"['worked', 'thanks', 'immediate', 'reply']",worked thanks immediate reply,0.2,0.2
1382, two hour delay for a plane that was visible from the airport So far terrible customer service neveragain,,2015-02-22 08:19:03 -0800,"Portsmouth, NH",0.275,0.0,0.725,-0.6887,"['two', 'hour', 'delay', 'plane', 'visible', 'airport', 'far', 'terrible', 'customer', 'service', 'neveragain']",two hour delay plane visible airport far terrible customer service neveragain,-0.45,1.0
1383, It was 3387 But we helped you with the weight issue took your vouchers and hopped on a  flight instead winwin,,2015-02-22 08:17:42 -0800,"Indianapolis, IN",0.0,0.0,1.0,0.0,"['helped', 'weight', 'issue', 'took', 'voucher', 'hopped', 'instead', 'winwin']",helped weight issue took voucher hopped instead winwin,0.0,0.0
1384, as if a 4 hour maintenance delay wasnt enuf u charge me 25bag as a global service platinum mbr Get ur shit together,,2015-02-22 08:16:51 -0800,Bellaire TX,0.258,0.0,0.742,-0.7096,"['hour', 'maintenance', 'delay', 'wasnt', 'enuf', 'charge', 'bag', 'global', 'service', 'platinum', 'mbr', 'get', 'ur', 'shit', 'together']",hour maintenance delay wasnt enuf charge bag global service platinum mbr get ur shit together,-0.1,0.4
1385, last week we also had maintenance issues and a flat tire Another flight last week was Cancelled Flighted Your track record is the WORST,,2015-02-22 08:15:48 -0800,,0.245,0.0,0.755,-0.7804,"['last', 'week', 'also', 'maintenance', 'issue', 'flat', 'tire', 'another', 'last', 'week', 'cancelled', 'flighted', 'track', 'record', 'worst']",last week also maintenance issue flat tire another last week cancelled flighted track record worst,-0.25625,0.3145833333333333
1386, this customer service experience will be tweeted for quality assurance,,2015-02-22 08:13:43 -0800,"Portsmouth, NH",0.0,0.211,0.789,0.34,"['customer', 'service', 'experience', 'tweeted', 'quality', 'assurance']",customer service experience tweeted quality assurance,0.0,0.0
1387, you should spend all of the money you take for our tickets and update your planes Each flight has a maintenance issue,,2015-02-22 08:10:57 -0800,,0.0,0.0,1.0,0.0,"['spend', 'money', 'take', 'ticket', 'update', 'plane', 'maintenance', 'issue']",spend money take ticket update plane maintenance issue,0.0,0.0
1388, can you put Russell Daiber on same ticket as well into premium Eco Appreciated,,2015-02-22 08:10:14 -0800,New York City,0.0,0.31,0.69,0.6597,"['put', 'russell', 'daiber', 'ticket', 'well', 'premium', 'eco', 'appreciated']",put russell daiber ticket well premium eco appreciated,0.2,0.1
1389, can you get me to okc from Sacramento today Dfw is now closed,,2015-02-22 08:07:31 -0800,Oklahoma,0.0,0.0,1.0,0.0,"['get', 'okc', 'sacramento', 'today', 'dfw', 'closed']",get okc sacramento today dfw closed,-0.1,0.1
1390, any chance you could help rebook My flight Cancelled Flightled,,2015-02-22 08:05:14 -0800,,0.146,0.343,0.511,0.4019,"['chance', 'could', 'help', 'rebook', 'cancelled', 'flightled']",chance could help rebook cancelled flightled,0.0,0.0
1391, Out of curiosity when a flight is arranged are pilots notified There are a lot of pilots havent arrived yet announcements,,2015-02-22 08:03:45 -0800,"Alexandria, VA",0.0,0.0,1.0,0.0,"['curiosity', 'arranged', 'pilot', 'notified', 'lot', 'pilot', 'havent', 'arrived', 'yet', 'announcement']",curiosity arranged pilot notified lot pilot havent arrived yet announcement,0.0,0.0
1392, Yes To Boston I was going to Providence,,2015-02-22 08:01:57 -0800,Rhode Island,0.0,0.31,0.69,0.4019,"['yes', 'boston', 'going', 'providence']",yes boston going providence,0.0,0.0
1393, you really need a better system for handling Cancelled Flightled flights ,,2015-02-22 07:59:05 -0800,"Bechtelsville, PA",0.152,0.241,0.607,0.2911,"['really', 'need', 'better', 'system', 'handling', 'cancelled', 'flightled', 'flight']",really need better system handling cancelled flightled flight,0.35,0.35
1394, how are conditions in BOS today Im in UA994 Everything appears to be in time but I wanted to check,,2015-02-22 07:57:04 -0800,AustinTX-AUS/CaliColombia-CLO,0.0,0.0,1.0,0.0,"['condition', 'bos', 'today', 'everything', 'appears', 'time', 'wanted', 'check']",condition bos today everything appears time wanted check,0.0,0.0
1395, same day flights,,2015-02-22 07:56:35 -0800,"Atlanta, GA",0.0,0.0,1.0,0.0,"['day', 'flight']",day flight,0.0,0.0
1396, It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,,2015-02-22 07:56:28 -0800,"Atlanta, GA",0.0,0.106,0.894,0.3818,"['also', 'inappropriate', 'lie', 'passenger', 'induce', 'accepting', 'voucher', 'telling', 'availability', 'late', 'flightr']",also inappropriate lie passenger induce accepting voucher telling availability late flightr,-0.3,0.6
1397, give me a direct number I can call regarding my lost baggage immediately,,2015-02-22 07:56:11 -0800,"iPhone: 55.946030,-3.189382",0.183,0.103,0.714,-0.25,"['give', 'direct', 'number', 'call', 'regarding', 'lost', 'baggage', 'immediately']",give direct number call regarding lost baggage immediately,0.1,0.4
1398, involuntarily bumped your passenger and cant guarantee them another flight for three days,,2015-02-22 07:54:57 -0800,"Atlanta, GA",0.127,0.0,0.873,-0.1877,"['involuntarily', 'bumped', 'passenger', 'cant', 'guarantee', 'another', 'three', 'day']",involuntarily bumped passenger cant guarantee another three day,0.0,0.0
1399, Please follow FAA guidelines regarding bumping It is NOT acceptable to give a 300 voucher for an 800 fare when youve,,2015-02-22 07:54:40 -0800,"Atlanta, GA",0.088,0.103,0.809,0.0869,"['please', 'follow', 'faa', 'guideline', 'regarding', 'bumping', 'acceptable', 'give', 'voucher', 'fare', 'youve']",please follow faa guideline regarding bumping acceptable give voucher fare youve,0.0,0.0
1400, I did already rebook and now I will miss my first appointments in London tomorrow morning Thanks for ruining my trip  AGAIN,,2015-02-22 07:47:17 -0800,,0.153,0.123,0.723,0.0772,"['already', 'rebook', 'miss', 'first', 'appointment', 'london', 'tomorrow', 'morning', 'thanks', 'ruining', 'trip']",already rebook miss first appointment london tomorrow morning thanks ruining trip,0.225,0.26666666666666666
1401, Our newest delay right now ,,2015-02-22 07:45:44 -0800,,0.365,0.0,0.635,-0.3182,"['newest', 'delay', 'right']",newest delay right,0.2857142857142857,0.5357142857142857
1402, If you show available seats you need to honor that I shouldnt spend 1hr on phone to hear that really there are 3 not 4 seats,,2015-02-22 07:44:54 -0800,,0.0,0.127,0.873,0.4939,"['show', 'available', 'seat', 'need', 'honor', 'shouldnt', 'spend', 'hr', 'phone', 'hear', 'really', 'seat']",show available seat need honor shouldnt spend hr phone hear really seat,0.30000000000000004,0.30000000000000004
