,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords
417,417, searched for mileage tickets to BOM couldnt find a single one is saver awards  I see how you play  Earn miles but cant use them,,2015-02-23 16:05:07 -0800,california,0.0,0.15,0.85,0.4019,"['searched', 'mileage', 'ticket', 'bom', 'couldnt', 'find', 'single', 'one', 'saver', 'award', 'see', 'play', 'earn', 'mile', 'cant', 'use']",searched mileage ticket bom couldnt find single one saver award see play earn mile cant use,-0.07142857142857142,0.21428571428571427, ticketing_billing loyalty_program
418,418, flight arrives 30 minutes early but then have we to wait for an hour for our bags,,2015-02-23 16:04:46 -0800,,0.0,0.0,1.0,0.0,"['arrives', 'minute', 'early', 'wait', 'hour', 'bag']",arrives minute early wait hour bag,0.1,0.3, delay baggage
419,419, Thats not the issue The fact that no one even called despite promises to confirm the bags location is,,2015-02-23 16:03:01 -0800,"Coventry, Connecticut",0.205,0.0,0.795,-0.5242,"['thats', 'issue', 'fact', 'one', 'even', 'called', 'despite', 'promise', 'confirm', 'bag', 'location']",thats issue fact one even called despite promise confirm bag location,0.0,0.0, baggage
420,420, whats a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girls trip stat,,2015-02-23 15:58:07 -0800,"Fort Worth, Texas",0.0,0.0,1.0,0.0,"['whats', 'girl', 'gotta', 'get', 'name', 'change', 'bought', 'one', 'mean', 'ex', 'boyfriend', 'need', 'girl', 'trip', 'stat']",whats girl gotta get name change bought one mean ex boyfriend need girl trip stat,-0.3125,0.6875, children
421,421, thank you We are signed up for notifications We shall watch and wait ,,2015-02-23 15:55:18 -0800,,0.0,0.172,0.828,0.3612,"['thank', 'signed', 'notification', 'shall', 'watch', 'wait']",thank signed notification shall watch wait,0.0,0.0, compliment delay
422,422, still waiting to hear back My wallet was stolen from one of your planes so would appreciate a resolution here,,2015-02-23 15:52:57 -0800,,0.138,0.128,0.733,-0.0571,"['still', 'waiting', 'hear', 'back', 'wallet', 'stolen', 'one', 'plane', 'would', 'appreciate', 'resolution']",still waiting hear back wallet stolen one plane would appreciate resolution,0.0,0.0, delay
423,423, I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning,,2015-02-23 15:47:14 -0800,Ausvegas,0.092,0.172,0.736,0.4482,"['would', 'love', 'someone', 'could', 'get', 'back', 'austin', 'tonight', 'wish', 'wait', 'til', 'tomorrow', 'morning']",would love someone could get back austin tonight wish wait til tomorrow morning,0.25,0.3, delay
424,424, or  has lost my baggage heard different things from different employees of   has said nothing,,2015-02-23 15:39:16 -0800,"Nashville, TN",0.141,0.0,0.8590000000000001,-0.3182,"['lost', 'baggage', 'heard', 'different', 'thing', 'different', 'employee', 'said', 'nothing']",lost baggage heard different thing different employee said nothing,0.0,0.6, baggage
426,426, I have a 0530 flight out of DFW on Tuesday How far in advance will you give notice if Cancelled Flightled,,2015-02-23 15:37:10 -0800,,0.1,0.0,0.9,-0.25,"['dfw', 'tuesday', 'far', 'advance', 'give', 'notice', 'cancelled', 'flightled']",dfw tuesday far advance give notice cancelled flightled,0.1,1.0, cancellation
428,428, Thank you Took care of everything and made it right Thats the experience Im used to Opened the app to find flight changed,,2015-02-23 15:34:37 -0800,San Francisco,0.0,0.213,0.787,0.6908,"['thank', 'took', 'care', 'everything', 'made', 'right', 'thats', 'experience', 'used', 'opened', 'app', 'find', 'changed']",thank took care everything made right thats experience used opened app find changed,0.2857142857142857,0.5357142857142857, compliment
429,429, that is not in line with your responses here And now Im waiting until tomorrow morning because all the flights are overbooked,,2015-02-23 15:29:10 -0800,"New York City, NY",0.0,0.0,1.0,0.0,"['line', 'response', 'waiting', 'tomorrow', 'morning', 'flight', 'overbooked']",line response waiting tomorrow morning flight overbooked,0.0,0.0, delay
430,430, I took the exact same aircraft in to LAX 3 days ago It fit no problem The agent today told some nonsense about a policy change,,2015-02-23 15:27:57 -0800,"New York City, NY",0.261,0.086,0.653,-0.6249,"['took', 'exact', 'aircraft', 'lax', 'day', 'ago', 'fit', 'problem', 'agent', 'today', 'told', 'nonsense', 'policy', 'change']",took exact aircraft lax day ago fit problem agent today told nonsense policy change,0.325,0.325, staff
431,431, your helpful agents in Club helped  I am just out baggage fees and a night of my lifestop doing business with ,"[26.07324041, -80.14510971]",2015-02-23 15:26:59 -0800,,0.0,0.135,0.865,0.4215,"['helpful', 'agent', 'club', 'helped', 'baggage', 'fee', 'night', 'lifestop', 'business']",helpful agent club helped baggage fee night lifestop business,0.0,0.0, staff baggage
433,433, doesnt charge ticket change fees Do they not incur the same mysterious costs that you incur ,,2015-02-23 15:20:51 -0800,All over the damn place.,0.0,0.0,1.0,0.0,"['doesnt', 'charge', 'ticket', 'change', 'fee', 'incur', 'mysterious', 'cost', 'incur']",doesnt charge ticket change fee incur mysterious cost incur,0.0,1.0, ticketing_billing
436,436, thats exactly the point It fits Im premier access Boarding group 2 This was a return ticket Ive been doing this for 15 yrs,,2015-02-23 15:17:52 -0800,"New York City, NY",0.0,0.0,1.0,0.0,"['thats', 'exactly', 'point', 'fit', 'premier', 'access', 'boarding', 'group', 'return', 'ticket', 'ive', 'yr']",thats exactly point fit premier access boarding group return ticket ive yr,0.325,0.325, ticketing_billing
437,437, Ive never experienced worst customer service Placing blame on codeshare partners and not assuming responsibility is unacceptable,,2015-02-23 15:17:32 -0800,,0.23800000000000002,0.145,0.617,-0.2746,"['ive', 'never', 'experienced', 'worst', 'customer', 'service', 'placing', 'blame', 'codeshare', 'partner', 'assuming', 'responsibility', 'unacceptable']",ive never experienced worst customer service placing blame codeshare partner assuming responsibility unacceptable,-0.7,0.95, staff
438,438, currently on board so not now Check in was terrible Staff rude Expensive luggage thrown around etc,"[40.69943599, -74.17868875]",2015-02-23 15:12:36 -0800,,0.289,0.0,0.711,-0.7269,"['currently', 'board', 'check', 'terrible', 'staff', 'rude', 'expensive', 'luggage', 'thrown', 'around', 'etc']",currently board check terrible staff rude expensive luggage thrown around etc,-0.45,0.675, staff baggage
439,439, fucked up then voided my ticket and KEPT MY MONEY  Not even an apology I will never fly with your airline again UnitedAirlines,,2015-02-23 15:08:53 -0800,"Liverpool, UK",0.217,0.0,0.7829999999999999,-0.6755,"['fucked', 'voided', 'ticket', 'kept', 'money', 'even', 'apology', 'never', 'fly', 'unitedairlines']",fucked voided ticket kept money even apology never fly unitedairlines,-0.5,0.8, ticketing_billing
440,440, has the WORST customer svcs This Kevin rep at call center must be investigated My baggages lost and theres no help but argument,,2015-02-23 15:07:04 -0800,"San Francisco, California, USA",0.322,0.063,0.615,-0.7626,"['worst', 'customer', 'svcs', 'kevin', 'rep', 'call', 'center', 'must', 'investigated', 'baggage', 'lost', 'there', 'help', 'argument']",worst customer svcs kevin rep call center must investigated baggage lost there help argument,-0.55,0.55, baggage
441,441, should NOT sell tickets for  on   has terrible service and UA staff cannot reach Silver,"[26.07694041, -80.13546475]",2015-02-23 15:03:21 -0800,,0.243,0.0,0.757,-0.4895,"['sell', 'ticket', 'terrible', 'service', 'staff', 'cannot', 'reach', 'silver']",sell ticket terrible service staff cannot reach silver,-1.0,1.0, staff ticketing_billing
443,443, When will direct flights from Belfast Intl to Newark resume from their winter break Thanks,,2015-02-23 14:55:22 -0800,,0.0,0.172,0.828,0.4404,"['direct', 'flight', 'belfast', 'intl', 'newark', 'resume', 'winter', 'break', 'thanks']",direct flight belfast intl newark resume winter break thanks,0.15000000000000002,0.30000000000000004, compliment baggage
444,444, My favorite way to travel Thank you ,,2015-02-23 14:54:42 -0800,,0.0,0.524,0.47600000000000003,0.6705,"['favorite', 'way', 'travel', 'thank']",favorite way travel thank,0.5,1.0, compliment
446,446, yes lots You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,"[40.6992418, -74.17884798]",2015-02-23 14:46:03 -0800,,0.20800000000000002,0.177,0.616,-0.2052,"['yes', 'lot', 'terrible', 'customer', 'service', 'newark', 'despite', 'raising', 'complaint', 'ignored', 'hence', 'tweet']",yes lot terrible customer service newark despite raising complaint ignored hence tweet,-0.65,0.6, staff
449,449, I filed a delayed bag report on Saturday my flight was Cancelled Flightled and I never went anywhere,,2015-02-23 14:37:55 -0800,"Washington, DC",0.231,0.0,0.769,-0.4404,"['filed', 'delayed', 'bag', 'report', 'saturday', 'cancelled', 'flightled', 'never', 'went', 'anywhere']",filed delayed bag report saturday cancelled flightled never went anywhere,0.0,0.0, delay baggage cancellation
451,451, i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,,2015-02-23 14:36:51 -0800,lalaland,0.0,0.0,1.0,0.0,"['need', 'land', 'ewr', 'baggage', 'claim', 'file', 'sent', 'employee', 'droppeditoffyet']",need land ewr baggage claim file sent employee droppeditoffyet,0.0,0.0, baggage refund
453,453, thank you for the quick response but I cannot dm you until you follow me as well,,2015-02-23 14:35:47 -0800,,0.0,0.239,0.7609999999999999,0.5267,"['thank', 'quick', 'response', 'cannot', 'dm', 'follow', 'well']",thank quick response cannot dm follow well,0.3333333333333333,0.5, compliment
455,455, I need the phone number to baggage claim in LAX my mom left her phone and someone called saying they would put it there but on,,2015-02-23 14:34:50 -0800,lalaland,0.0,0.046,0.9540000000000001,0.0387,"['need', 'phone', 'number', 'baggage', 'claim', 'lax', 'mom', 'left', 'phone', 'someone', 'called', 'saying', 'would', 'put']",need phone number baggage claim lax mom left phone someone called saying would put,0.0,0.0, baggage refund
457,457, this is atrocious customer service,,2015-02-23 14:32:54 -0800,Chicago & traveling the world,0.0,0.0,1.0,0.0,"['atrocious', 'customer', 'service']",atrocious customer service,-0.7,1.0, staff
459,459, albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay poorcustomerservice,,2015-02-23 14:31:58 -0800,"Killington, Vt",0.198,0.0,0.802,-0.4939,"['albanyairport', 'delayed', 'departure', 'check', 'bag', 'gate', 'claiming', 'space', 'filled', 'walk', 'open', 'space', 'delay', 'poorcustomerservice']",albanyairport delayed departure check bag gate claiming space filled walk open space delay poorcustomerservice,0.2,0.7, staff delay baggage refund
460,460, you Cancelled Flighted our flights for no reason amp now we have been on the phone for AN HOUR on our vacation Why,,2015-02-23 14:29:08 -0800,Chicago & traveling the world,0.16699999999999998,0.0,0.833,-0.4939,"['cancelled', 'flighted', 'flight', 'reason', 'phone', 'hour', 'vacation']",cancelled flighted flight reason phone hour vacation,0.0,0.0, cancellation
461,461,  THATS your response  Shaking my head back and forth with a tsk You can do betterfrom customer service to your apology,,2015-02-23 14:23:53 -0800,"West Hollywood, CA",0.081,0.057,0.861,-0.128,"['thats', 'response', 'shaking', 'head', 'back', 'forth', 'tsk', 'betterfrom', 'customer', 'service', 'apology']",thats response shaking head back forth tsk betterfrom customer service apology,0.0,0.0, staff
462,462, thanks Its 35K miles from B to Europe to do a multiple destination so we could stop over in US on wayway back mileage diff,,2015-02-23 14:18:58 -0800,"Roatan, Islas de la Bahia",0.09300000000000001,0.11,0.797,0.1119,"['thanks', 'k', 'mile', 'b', 'europe', 'multiple', 'destination', 'could', 'stop', 'u', 'wayway', 'back', 'mileage', 'diff']",thanks k mile b europe multiple destination could stop u wayway back mileage diff,0.06666666666666668,0.06666666666666668, compliment loyalty_program
463,463, of course I did The bag should be here by now  frustrated,"[28.62111274, -81.29294408]",2015-02-23 14:18:57 -0800,,0.254,0.0,0.746,-0.5267,"['course', 'bag', 'frustrated']",course bag frustrated,-0.7,0.2, baggage
468,468, I will give you one thing you are consistent but unfortunately you are consistent at not doing your job well AlwaysDelayedOnUnited,,2015-02-23 14:10:34 -0800,,0.131,0.11199999999999999,0.758,-0.1154,"['give', 'one', 'thing', 'consistent', 'unfortunately', 'consistent', 'job', 'well', 'alwaysdelayedonunited']",give one thing consistent unfortunately consistent job well alwaysdelayedonunited,0.25,0.25, delay
472,472, the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch notfair,,2015-02-23 14:00:38 -0800,"Eatontown, NJ",0.083,0.0,0.917,-0.25,"['least', 'could', 'offer', 'ticket', 'coach', 'instead', 'cancelled', 'flighting', 'reservation', 'glitch', 'notfair']",least could offer ticket coach instead cancelled flighting reservation glitch notfair,-0.3,0.4, ticketing_billing cancellation
475,475, gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth ,,2015-02-23 13:49:58 -0800,,0.11699999999999999,0.11699999999999999,0.765,0.0,"['gate', 'announcement', 'state', 'delay', 'due', 'maintenance', 'yet', 'app', 'say', 'late', 'arriving', 'aircraft', 'tell', 'truth']",gate announcement state delay due maintenance yet app say late arriving aircraft tell truth,-0.2125,0.4875, delay
477,477, how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft ,,2015-02-23 13:44:34 -0800,,0.11,0.0,0.89,-0.3291,"['app', 'show', 'arriving', 'aircraft', 'early', 'departing', 'delayed', 'due', 'late', 'arriving', 'aircraft']",app show arriving aircraft early departing delayed due late arriving aircraft,-0.10833333333333332,0.425, delay
478,478, already did that at the airport and 12 hrs Late Flightr its still not here you guys are really killing me today trying to stay positive,,2015-02-23 13:44:29 -0800,"San Francisco, CA",0.145,0.111,0.743,-0.2716,"['already', 'airport', 'hr', 'late', 'flightr', 'still', 'guy', 'really', 'killing', 'today', 'trying', 'stay', 'positive']",already airport hr late flightr still guy really killing today trying stay positive,0.042424242424242434,0.4484848484848485, delay
480,480, really  Someone called in sick and then someone FORGOT to call a replacement  Now an hour Late Flight to take off theworst,,2015-02-23 13:34:50 -0800,"West Hollywood, CA",0.142,0.0,0.858,-0.5106,"['really', 'someone', 'called', 'sick', 'someone', 'forgot', 'call', 'replacement', 'hour', 'late', 'take', 'theworst']",really someone called sick someone forgot call replacement hour late take theworst,-0.2714285714285714,0.5523809523809523, delay
481,481, Asked Flight attendant what typical compensation would be amp says we might get free TV Unacceptable,,2015-02-23 13:32:28 -0800,San Francisco Bay Area,0.14800000000000002,0.163,0.69,0.0772,"['asked', 'attendant', 'typical', 'compensation', 'would', 'say', 'might', 'get', 'free', 'tv', 'unacceptable']",asked attendant typical compensation would say might get free tv unacceptable,0.14444444444444446,0.5666666666666668, staff
